order id,customer id,product id,order status,payment id,purchase date,shipping id,'loyalty':'rating','quantity':'cost'
8206,8376,TABLET_SKU1002,Completed,5,3/15/2024,4,'No': '3','8': '55.75928829'
8207,8378,LAPTOP_SKU1005,Cancelled,3,6/19/2024,3,'No': '3','7': '136.8895794'
8208,8379,SMARTWATCH_SKU1003,Completed,4,10/8/2023,3,'No': '3','2': '77.65840257'
8209,8379,SMARTPHONE_SKU1004,Completed,5,6/13/2024,1,'Yes': '2','2': '126.8240468'
8210,8380,SMARTWATCH_SKU1003,Cancelled,2,1/12/2024,4,'No': '3','9': '69.02969117'
8211,8381,SMARTPHONE_SKU1004,Cancelled,5,9/25/2023,1,'No': '2','1': '126.8240468'
8212,8382,TABLET_SKU1002,Completed,2,8/10/2024,4,'No': '3','7': '55.75928829'
8213,8383,SMARTPHONE_SKU1004,Cancelled,4,6/13/2024,4,'Yes': '2','10': '125.2583178'
8214,8383,SMARTWATCH_SKU1003,Completed,3,9/7/2024,4,'No': '3','10': '69.02969117'
8215,8385,LAPTOP_SKU1005,Completed,4,10/3/2023,3,'Yes': '3','10': '136.8895794'
8216,8385,SMARTWATCH_SKU1003,Completed,2,1/27/2024,3,'No': '3','6': '77.65840257'
8217,8389,SMARTPHONE_SKU1001,Cancelled,4,1/14/2024,4,'No': '5','9': '3.724203797'
8218,8389,TABLET_SKU1002,Completed,2,3/10/2024,3,'No': '3','1': '62.72919932'
8219,8389,SMARTPHONE_SKU1004,Cancelled,3,5/10/2024,4,'No': '2','10': '125.2583178'
8220,8389,LAPTOP_SKU1005,Cancelled,3,8/11/2024,3,'No': '3','9': '136.8895794'
8221,8392,TABLET_SKU1002,Completed,2,11/20/2023,4,'No': '3','7': '55.75928829'
8222,8392,SMARTPHONE_SKU1001,Completed,5,6/24/2024,1,'Yes': '5','6': '3.770756345'
8223,8392,LAPTOP_SKU1005,Completed,4,7/1/2024,1,'No': '3','7': '123.2006214'
8224,8394,TABLET_SKU1002,Cancelled,3,9/27/2023,1,'Yes': '3','7': '56.45627939'
8225,8395,SMARTPHONE_SKU1001,Cancelled,2,8/6/2024,4,'Yes': '5','3': '3.724203797'
8226,8396,SMARTPHONE_SKU1001,Completed,2,12/2/2023,4,'No': '5','9': '3.724203797'
8227,8398,LAPTOP_SKU1005,Cancelled,3,12/10/2023,4,'No': '3','1': '121.6796261'
8228,8398,TABLET_SKU1002,Completed,2,3/23/2024,4,'No': '3','2': '55.75928829'
8229,8399,SMARTPHONE_SKU1001,Completed,5,3/16/2024,3,'No': '5','8': '4.189729272'
8230,8399,SMARTPHONE_SKU1004,Completed,4,5/17/2024,4,'No': '2','9': '125.2583178'
8231,8400,SMARTPHONE_SKU1004,Completed,5,9/17/2024,1,'No': '2','7': '126.8240468'
8232,8402,LAPTOP_SKU1005,Completed,3,10/15/2023,3,'Yes': '3','3': '136.8895794'
8233,8403,LAPTOP_SKU1005,Completed,4,11/4/2023,1,'No': '3','1': '123.2006214'
8234,8403,SMARTPHONE_SKU1004,Completed,2,12/14/2023,4,'No': '2','1': '125.2583178'
8235,8403,LAPTOP_SKU1005,Completed,5,6/30/2024,4,'Yes': '3','4': '121.6796261'
8236,8404,SMARTPHONE_SKU1001,Completed,3,11/5/2023,1,'No': '5','8': '3.770756345'
8237,8405,SMARTPHONE_SKU1004,Cancelled,4,5/29/2024,4,'No': '2','1': '125.2583178'
8238,8405,SMARTWATCH_SKU1003,Completed,5,8/10/2024,4,'No': '3','3': '69.02969117'
8239,8406,TABLET_SKU1002,Completed,4,11/1/2023,1,'No': '3','2': '56.45627939'
8240,8406,SMARTPHONE_SKU1001,Completed,5,9/20/2024,1,'No': '5','3': '3.770756345'
8241,8407,LAPTOP_SKU1005,Completed,3,7/31/2024,3,'No': '3','8': '136.8895794'
8242,8409,SMARTPHONE_SKU1004,Completed,5,12/28/2023,4,'Yes': '2','3': '125.2583178'
8243,8411,SMARTWATCH_SKU1003,Cancelled,3,1/29/2024,1,'No': '3','10': '69.89256231'
8244,8412,SMARTPHONE_SKU1004,Completed,3,2/9/2024,1,'No': '2','7': '126.8240468'
8245,8413,SMARTPHONE_SKU1004,Completed,3,11/15/2023,1,'No': '2','9': '126.8240468'
8246,8413,TABLET_SKU1002,Cancelled,5,6/11/2024,1,'No': '3','10': '56.45627939'
8247,8416,TABLET_SKU1002,Completed,4,3/28/2024,3,'No': '3','2': '62.72919932'
8248,8416,SMARTPHONE_SKU1001,Cancelled,3,4/19/2024,3,'No': '5','7': '4.189729272'
8249,8417,SMARTWATCH_SKU1003,Completed,4,1/16/2024,3,'No': '3','8': '77.65840257'
8250,8422,SMARTWATCH_SKU1003,Cancelled,2,3/4/2024,4,'No': '3','8': '69.02969117'
8251,8423,SMARTWATCH_SKU1003,Completed,4,1/12/2024,4,'No': '3','3': '69.02969117'
8252,8424,LAPTOP_SKU1005,Completed,2,1/1/2024,1,'No': '3','7': '123.2006214'
8253,8424,SMARTPHONE_SKU1004,Cancelled,2,3/5/2024,1,'No': '2','4': '126.8240468'
8254,8424,SMARTPHONE_SKU1004,Cancelled,2,7/21/2024,1,'No': '2','2': '126.8240468'
8255,8425,TABLET_SKU1002,Completed,4,10/5/2023,4,'Yes': '3','4': '55.75928829'
8256,8425,SMARTWATCH_SKU1003,Completed,4,12/9/2023,3,'No': '3','8': '77.65840257'
8257,8425,TABLET_SKU1002,Completed,4,2/7/2024,4,'No': '3','3': '55.75928829'
8258,8425,SMARTWATCH_SKU1003,Completed,5,2/22/2024,3,'No': '3','2': '77.65840257'
8259,8425,LAPTOP_SKU1005,Completed,4,2/25/2024,3,'No': '3','4': '136.8895794'
8260,8429,LAPTOP_SKU1005,Cancelled,3,4/29/2024,1,'No': '3','5': '123.2006214'
8261,8430,SMARTPHONE_SKU1004,Cancelled,5,12/24/2023,4,'No': '2','4': '125.2583178'
8262,8430,SMARTWATCH_SKU1003,Completed,3,7/20/2024,3,'No': '3','8': '77.65840257'
8263,8431,SMARTPHONE_SKU1004,Cancelled,5,10/14/2023,4,'No': '2','5': '125.2583178'
8264,8431,SMARTPHONE_SKU1004,Completed,5,2/21/2024,1,'No': '2','10': '126.8240468'
8265,8431,SMARTPHONE_SKU1001,Cancelled,5,3/20/2024,1,'No': '5','3': '3.770756345'
8266,8431,TABLET_SKU1002,Completed,5,6/9/2024,4,'No': '3','2': '55.75928829'
8267,8432,SMARTPHONE_SKU1001,Completed,3,4/7/2024,1,'Yes': '5','8': '3.770756345'
8268,8433,SMARTWATCH_SKU1003,Completed,2,10/23/2023,3,'Yes': '3','4': '77.65840257'
8269,8433,SMARTWATCH_SKU1003,Completed,3,12/6/2023,3,'No': '3','8': '77.65840257'
8270,8434,TABLET_SKU1002,Completed,5,8/14/2024,3,'No': '3','2': '62.72919932'
8271,8435,TABLET_SKU1002,Completed,4,10/25/2023,4,'No': '3','4': '55.75928829'
8272,8435,SMARTPHONE_SKU1004,Completed,3,8/11/2024,3,'Yes': '2','10': '140.9156075'
8273,8437,LAPTOP_SKU1005,Completed,5,11/4/2023,1,'No': '3','7': '123.2006214'
8274,8438,SMARTPHONE_SKU1004,Cancelled,4,9/3/2024,4,'Yes': '2','2': '125.2583178'
8275,8439,SMARTWATCH_SKU1003,Completed,2,12/9/2023,4,'No': '3','6': '69.02969117'
8276,8439,LAPTOP_SKU1005,Completed,4,8/24/2024,3,'No': '3','7': '136.8895794'
8277,8441,TABLET_SKU1002,Completed,5,10/2/2023,1,'No': '3','1': '56.45627939'
8278,8441,TABLET_SKU1002,Completed,3,2/7/2024,3,'No': '3','4': '62.72919932'
8279,8441,SMARTPHONE_SKU1001,Cancelled,4,4/9/2024,1,'No': '5','10': '3.770756345'
8280,8442,LAPTOP_SKU1005,Cancelled,5,12/29/2023,3,'No': '3','2': '136.8895794'
8281,8443,SMARTPHONE_SKU1004,Completed,5,12/11/2023,1,'No': '2','2': '126.8240468'
8282,8443,LAPTOP_SKU1005,Completed,3,12/16/2023,1,'Yes': '3','7': '123.2006214'
8283,8443,SMARTPHONE_SKU1001,Cancelled,2,2/20/2024,1,'No': '5','9': '3.770756345'
8284,8443,SMARTPHONE_SKU1004,Completed,2,6/2/2024,3,'No': '2','6': '140.9156075'
8285,8444,LAPTOP_SKU1005,Completed,3,1/18/2024,3,'No': '3','5': '136.8895794'
8286,8444,TABLET_SKU1002,Completed,4,4/28/2024,3,'No': '3','2': '62.72919932'
8287,8445,SMARTPHONE_SKU1001,Completed,5,10/4/2023,3,'No': '5','6': '4.189729272'
8288,8449,SMARTWATCH_SKU1003,Cancelled,4,12/5/2023,1,'No': '3','2': '69.89256231'
8289,8450,TABLET_SKU1002,Cancelled,4,12/19/2023,3,'Yes': '3','9': '62.72919932'
8290,8450,SMARTWATCH_SKU1003,Cancelled,3,2/29/2024,4,'No': '3','4': '69.02969117'
8291,8450,SMARTPHONE_SKU1001,Completed,5,3/10/2024,1,'Yes': '5','5': '3.770756345'
8292,8450,SMARTPHONE_SKU1001,Completed,2,6/2/2024,3,'No': '5','9': '4.189729272'
8293,8451,TABLET_SKU1002,Cancelled,4,6/30/2024,4,'No': '3','3': '55.75928829'
8294,8452,SMARTPHONE_SKU1004,Completed,2,10/13/2023,3,'No': '2','4': '140.9156075'
8295,8453,LAPTOP_SKU1005,Completed,4,2/28/2024,3,'No': '3','9': '136.8895794'
8296,8455,SMARTWATCH_SKU1003,Cancelled,4,9/25/2023,1,'Yes': '3','5': '69.89256231'
8297,8455,SMARTPHONE_SKU1001,Completed,2,3/5/2024,1,'No': '5','10': '3.770756345'
8298,8456,SMARTPHONE_SKU1001,Completed,3,11/29/2023,1,'Yes': '5','3': '3.770756345'
8299,8456,SMARTWATCH_SKU1003,Cancelled,4,5/13/2024,4,'No': '3','2': '69.02969117'
8300,8457,LAPTOP_SKU1005,Completed,4,11/27/2023,4,'No': '3','9': '121.6796261'
8301,8457,SMARTPHONE_SKU1001,Cancelled,3,8/4/2024,1,'No': '5','6': '3.770756345'
8302,8461,TABLET_SKU1002,Cancelled,4,1/14/2024,3,'Yes': '3','6': '62.72919932'
8303,8462,TABLET_SKU1002,Completed,3,1/27/2024,4,'Yes': '3','6': '55.75928829'
8304,8463,SMARTWATCH_SKU1003,Cancelled,2,1/2/2024,4,'No': '3','8': '69.02969117'
8305,8464,SMARTWATCH_SKU1003,Completed,4,12/5/2023,1,'No': '3','4': '69.89256231'
8306,8464,SMARTPHONE_SKU1001,Cancelled,3,1/13/2024,3,'No': '5','1': '4.189729272'
8307,8465,SMARTPHONE_SKU1004,Completed,3,8/30/2024,4,'Yes': '2','10': '125.2583178'
8308,8466,SMARTPHONE_SKU1001,Completed,4,12/31/2023,4,'No': '5','7': '3.724203797'
8309,8466,SMARTPHONE_SKU1004,Cancelled,3,4/6/2024,3,'No': '2','2': '140.9156075'
8310,8466,SMARTPHONE_SKU1004,Completed,2,5/27/2024,4,'No': '2','3': '125.2583178'
8311,8468,SMARTPHONE_SKU1001,Completed,4,1/9/2024,4,'No': '5','4': '3.724203797'
8312,8468,TABLET_SKU1002,Completed,4,4/10/2024,3,'No': '3','3': '62.72919932'
8313,8468,LAPTOP_SKU1005,Cancelled,4,5/7/2024,1,'No': '3','7': '123.2006214'
8314,8468,SMARTWATCH_SKU1003,Completed,4,7/14/2024,4,'No': '3','3': '69.02969117'
8315,8469,SMARTPHONE_SKU1004,Completed,5,5/6/2024,3,'No': '2','10': '140.9156075'
8316,8470,SMARTPHONE_SKU1001,Completed,4,1/16/2024,4,'No': '5','2': '3.724203797'
8317,8471,TABLET_SKU1002,Completed,5,12/25/2023,4,'No': '3','10': '55.75928829'
8318,8473,SMARTPHONE_SKU1004,Completed,2,2/20/2024,4,'No': '2','4': '125.2583178'
8319,8473,SMARTPHONE_SKU1004,Cancelled,3,5/10/2024,1,'No': '2','5': '126.8240468'
8320,8473,TABLET_SKU1002,Completed,3,6/21/2024,1,'Yes': '3','1': '56.45627939'
8321,8474,LAPTOP_SKU1005,Completed,2,1/19/2024,1,'No': '3','6': '123.2006214'
8322,8475,SMARTPHONE_SKU1004,Completed,5,3/8/2024,4,'Yes': '2','6': '125.2583178'
8323,8476,TABLET_SKU1002,Completed,2,3/16/2024,4,'No': '3','9': '55.75928829'
8324,8478,SMARTPHONE_SKU1004,Completed,4,2/20/2024,4,'No': '2','4': '125.2583178'
8325,8479,SMARTPHONE_SKU1004,Completed,4,3/6/2024,4,'No': '2','3': '125.2583178'
8326,8479,SMARTPHONE_SKU1004,Cancelled,4,3/9/2024,3,'No': '2','4': '140.9156075'
8327,8479,SMARTPHONE_SKU1001,Cancelled,3,3/27/2024,1,'Yes': '5','3': '3.770756345'
8328,8480,SMARTPHONE_SKU1001,Completed,3,8/24/2024,1,'No': '5','9': '3.770756345'
8329,8481,SMARTPHONE_SKU1001,Completed,4,12/15/2023,3,'No': '5','10': '4.189729272'
8330,8484,SMARTPHONE_SKU1004,Completed,5,6/7/2024,3,'No': '2','5': '140.9156075'
8331,8486,SMARTPHONE_SKU1001,Completed,4,4/29/2024,3,'No': '5','7': '4.189729272'
8332,8486,SMARTWATCH_SKU1003,Cancelled,5,8/26/2024,3,'Yes': '3','4': '77.65840257'
8333,8487,LAPTOP_SKU1005,Completed,5,4/25/2024,4,'No': '3','3': '121.6796261'
8334,8488,TABLET_SKU1002,Cancelled,5,9/18/2024,1,'Yes': '3','8': '56.45627939'
8335,8490,SMARTWATCH_SKU1003,Completed,3,12/16/2023,1,'No': '3','8': '69.89256231'
8336,8490,LAPTOP_SKU1005,Completed,4,1/2/2024,1,'Yes': '3','6': '123.2006214'
8337,8491,TABLET_SKU1002,Completed,2,3/28/2024,1,'No': '3','9': '56.45627939'
8338,8491,SMARTPHONE_SKU1001,Cancelled,3,7/15/2024,1,'No': '5','2': '3.770756345'
8339,8492,SMARTPHONE_SKU1004,Completed,2,6/22/2024,4,'No': '2','5': '125.2583178'
8340,8492,TABLET_SKU1002,Cancelled,5,9/20/2024,1,'No': '3','9': '56.45627939'
8341,8493,SMARTWATCH_SKU1003,Completed,2,11/6/2023,4,'No': '3','4': '69.02969117'
8342,8493,LAPTOP_SKU1005,Completed,5,11/16/2023,1,'No': '3','1': '123.2006214'
8343,8493,SMARTPHONE_SKU1001,Completed,5,9/22/2024,3,'No': '5','3': '4.189729272'
8344,8495,SMARTWATCH_SKU1003,Completed,3,11/29/2023,4,'No': '3','7': '69.02969117'
8345,8496,SMARTWATCH_SKU1003,Cancelled,4,2/2/2024,3,'Yes': '3','8': '77.65840257'
8346,8496,TABLET_SKU1002,Cancelled,4,4/1/2024,3,'Yes': '3','7': '62.72919932'
8347,8496,TABLET_SKU1002,Cancelled,2,4/30/2024,1,'No': '3','1': '56.45627939'
8348,8496,LAPTOP_SKU1005,Completed,4,9/13/2024,4,'No': '3','7': '121.6796261'
8349,8497,SMARTWATCH_SKU1003,Completed,2,9/16/2024,1,'No': '3','7': '69.89256231'
8350,8498,SMARTWATCH_SKU1003,Cancelled,2,9/16/2024,4,'No': '3','4': '69.02969117'
8351,8499,LAPTOP_SKU1005,Cancelled,2,4/18/2024,1,'No': '3','4': '123.2006214'
8352,8500,SMARTWATCH_SKU1003,Completed,2,2/14/2024,3,'No': '3','7': '77.65840257'
8353,8500,LAPTOP_SKU1005,Completed,3,2/17/2024,1,'No': '3','9': '123.2006214'
8354,8501,SMARTWATCH_SKU1003,Cancelled,2,11/15/2023,4,'No': '3','3': '69.02969117'
8355,8501,SMARTPHONE_SKU1001,Completed,5,5/1/2024,4,'No': '5','5': '3.724203797'
8356,8505,LAPTOP_SKU1005,Completed,4,4/23/2024,1,'No': '3','6': '123.2006214'
8357,8506,SMARTWATCH_SKU1003,Completed,4,3/2/2024,4,'No': '3','7': '69.02969117'
8358,8508,SMARTPHONE_SKU1004,Completed,2,2/9/2024,4,'Yes': '2','2': '125.2583178'
8359,8510,LAPTOP_SKU1005,Completed,4,12/10/2023,1,'Yes': '3','8': '123.2006214'
8360,8511,TABLET_SKU1002,Completed,4,8/2/2024,4,'No': '3','9': '55.75928829'
8361,8512,LAPTOP_SKU1005,Completed,2,3/2/2024,1,'No': '3','5': '123.2006214'
8362,8512,TABLET_SKU1002,Completed,4,7/16/2024,1,'No': '3','10': '56.45627939'
8363,8512,TABLET_SKU1002,Cancelled,2,7/24/2024,4,'No': '3','4': '55.75928829'
8364,8514,SMARTPHONE_SKU1001,Completed,5,12/22/2023,1,'No': '5','7': '3.770756345'
8365,8514,SMARTPHONE_SKU1004,Completed,5,1/21/2024,3,'Yes': '2','5': '140.9156075'
8366,8514,SMARTPHONE_SKU1001,Completed,5,7/7/2024,3,'No': '5','4': '4.189729272'
8367,8515,SMARTWATCH_SKU1003,Cancelled,4,5/10/2024,4,'No': '3','7': '69.02969117'
8368,8515,SMARTWATCH_SKU1003,Completed,2,6/1/2024,3,'No': '3','9': '77.65840257'
8369,8517,SMARTWATCH_SKU1003,Completed,5,1/9/2024,3,'No': '3','2': '77.65840257'
8370,8518,LAPTOP_SKU1005,Completed,4,5/10/2024,1,'No': '3','2': '123.2006214'
8371,8521,SMARTWATCH_SKU1003,Cancelled,2,10/29/2023,4,'Yes': '3','5': '69.02969117'
8372,8521,SMARTPHONE_SKU1004,Completed,4,9/9/2024,1,'No': '2','3': '126.8240468'
8373,8523,SMARTPHONE_SKU1004,Cancelled,4,9/5/2024,4,'No': '2','7': '125.2583178'
8374,8524,TABLET_SKU1002,Completed,3,2/26/2024,1,'No': '3','8': '56.45627939'
8375,8526,TABLET_SKU1002,Completed,2,9/21/2024,4,'No': '3','7': '55.75928829'
8376,8527,SMARTWATCH_SKU1003,Cancelled,5,9/15/2024,3,'No': '3','7': '77.65840257'
8377,8528,SMARTPHONE_SKU1004,Completed,2,8/6/2024,1,'No': '2','3': '126.8240468'
8378,8529,SMARTPHONE_SKU1001,Completed,5,1/11/2024,4,'No': '5','4': '3.724203797'
8379,8530,LAPTOP_SKU1005,Cancelled,5,1/25/2024,1,'No': '3','8': '123.2006214'
8380,8531,SMARTPHONE_SKU1004,Completed,4,7/15/2024,4,'No': '2','2': '125.2583178'
8381,8531,SMARTPHONE_SKU1001,Cancelled,3,8/4/2024,4,'No': '5','2': '3.724203797'
8382,8532,SMARTPHONE_SKU1004,Cancelled,4,6/8/2024,3,'No': '2','10': '140.9156075'
8383,8532,SMARTPHONE_SKU1001,Completed,2,7/13/2024,3,'No': '5','7': '4.189729272'
8384,8533,SMARTPHONE_SKU1001,Completed,3,1/11/2024,1,'No': '5','8': '3.770756345'
8385,8534,LAPTOP_SKU1005,Completed,3,3/24/2024,4,'No': '3','8': '121.6796261'
8386,8535,LAPTOP_SKU1005,Completed,5,10/7/2023,4,'Yes': '3','4': '121.6796261'
8387,8537,LAPTOP_SKU1005,Completed,3,11/13/2023,4,'No': '3','3': '121.6796261'
8388,8538,TABLET_SKU1002,Completed,3,6/8/2024,1,'Yes': '3','10': '56.45627939'
8389,8539,SMARTWATCH_SKU1003,Cancelled,5,5/24/2024,3,'No': '3','7': '77.65840257'
8390,8539,TABLET_SKU1002,Completed,3,7/13/2024,1,'No': '3','2': '56.45627939'
8391,8540,TABLET_SKU1002,Cancelled,3,10/9/2023,1,'Yes': '3','7': '56.45627939'
8392,8540,SMARTPHONE_SKU1001,Completed,4,6/9/2024,3,'No': '5','1': '4.189729272'
8393,8542,SMARTWATCH_SKU1003,Cancelled,3,7/23/2024,4,'No': '3','2': '69.02969117'
8394,8543,LAPTOP_SKU1005,Completed,3,5/6/2024,1,'No': '3','5': '123.2006214'
8395,8543,LAPTOP_SKU1005,Cancelled,4,5/7/2024,4,'No': '3','8': '121.6796261'
8396,8544,SMARTWATCH_SKU1003,Completed,2,12/26/2023,3,'No': '3','2': '77.65840257'
8397,8544,SMARTPHONE_SKU1004,Completed,4,3/17/2024,1,'No': '2','10': '126.8240468'
8398,8545,LAPTOP_SKU1005,Completed,2,1/7/2024,4,'No': '3','6': '121.6796261'
8399,8546,LAPTOP_SKU1005,Cancelled,5,3/29/2024,3,'No': '3','2': '136.8895794'
8400,8546,TABLET_SKU1002,Completed,3,9/17/2024,1,'No': '3','2': '56.45627939'
8401,8547,TABLET_SKU1002,Completed,4,12/2/2023,4,'Yes': '3','5': '55.75928829'
8402,8548,LAPTOP_SKU1005,Completed,4,7/2/2024,4,'No': '3','9': '121.6796261'
8403,8551,TABLET_SKU1002,Cancelled,3,6/23/2024,3,'Yes': '3','1': '62.72919932'
8404,8553,SMARTWATCH_SKU1003,Cancelled,3,3/1/2024,4,'No': '3','5': '69.02969117'
8405,8553,SMARTPHONE_SKU1004,Completed,3,6/7/2024,4,'No': '2','6': '125.2583178'
8406,8553,SMARTPHONE_SKU1004,Cancelled,3,6/29/2024,3,'No': '2','7': '140.9156075'
8407,8553,SMARTPHONE_SKU1001,Cancelled,4,9/8/2024,3,'Yes': '5','6': '4.189729272'
8408,8554,LAPTOP_SKU1005,Completed,3,5/14/2024,1,'No': '3','6': '123.2006214'
8409,8556,LAPTOP_SKU1005,Completed,4,10/7/2023,3,'No': '3','4': '136.8895794'
8410,8556,LAPTOP_SKU1005,Completed,4,11/28/2023,4,'No': '3','4': '121.6796261'
8411,8560,LAPTOP_SKU1005,Completed,4,12/27/2023,4,'Yes': '3','5': '121.6796261'
8412,8561,SMARTPHONE_SKU1001,Completed,5,1/20/2024,1,'No': '5','9': '3.770756345'
8413,8562,LAPTOP_SKU1005,Completed,4,11/12/2023,3,'No': '3','6': '136.8895794'
8414,8562,SMARTWATCH_SKU1003,Completed,3,2/2/2024,4,'No': '3','3': '69.02969117'
8415,8562,SMARTPHONE_SKU1001,Completed,2,4/1/2024,1,'No': '5','8': '3.770756345'
8416,8569,SMARTPHONE_SKU1001,Completed,4,4/17/2024,3,'No': '5','1': '4.189729272'
8417,8569,SMARTPHONE_SKU1001,Cancelled,5,8/10/2024,1,'No': '5','5': '3.770756345'
8418,8570,SMARTPHONE_SKU1001,Completed,5,11/30/2023,1,'No': '5','1': '3.770756345'
8419,8571,LAPTOP_SKU1005,Completed,3,9/5/2024,3,'No': '3','5': '136.8895794'
8420,8571,LAPTOP_SKU1005,Cancelled,2,9/12/2024,1,'No': '3','2': '123.2006214'
8421,8572,SMARTPHONE_SKU1001,Completed,3,4/8/2024,3,'No': '5','5': '4.189729272'
8422,8573,SMARTPHONE_SKU1001,Completed,2,8/27/2024,1,'No': '5','5': '3.770756345'
8423,8574,SMARTWATCH_SKU1003,Cancelled,5,12/5/2023,3,'No': '3','2': '77.65840257'
8424,8574,TABLET_SKU1002,Completed,3,9/11/2024,3,'No': '3','4': '62.72919932'
8425,8575,TABLET_SKU1002,Completed,3,10/29/2023,3,'Yes': '3','6': '62.72919932'
8426,8575,LAPTOP_SKU1005,Completed,2,9/1/2024,3,'Yes': '3','3': '136.8895794'
8427,8576,LAPTOP_SKU1005,Cancelled,5,5/23/2024,3,'No': '3','5': '136.8895794'
8428,8577,SMARTWATCH_SKU1003,Completed,3,2/20/2024,1,'No': '3','4': '69.89256231'
8429,8578,SMARTWATCH_SKU1003,Completed,3,11/27/2023,3,'No': '3','4': '77.65840257'
8430,8579,SMARTWATCH_SKU1003,Completed,2,6/22/2024,4,'Yes': '3','3': '69.02969117'
8431,8580,LAPTOP_SKU1005,Completed,5,12/26/2023,1,'Yes': '3','1': '123.2006214'
8432,8581,SMARTPHONE_SKU1004,Completed,2,3/8/2024,1,'Yes': '2','7': '126.8240468'
8433,8583,SMARTWATCH_SKU1003,Completed,5,10/4/2023,1,'No': '3','5': '69.89256231'
8434,8583,SMARTPHONE_SKU1001,Completed,3,1/31/2024,4,'No': '5','10': '3.724203797'
8435,8583,TABLET_SKU1002,Completed,5,6/28/2024,1,'No': '3','3': '56.45627939'
8436,8584,SMARTWATCH_SKU1003,Cancelled,2,12/21/2023,4,'No': '3','4': '69.02969117'
8437,8585,SMARTWATCH_SKU1003,Completed,4,10/29/2023,3,'No': '3','3': '77.65840257'
8438,8585,TABLET_SKU1002,Completed,2,6/22/2024,1,'No': '3','1': '56.45627939'
8439,8586,SMARTWATCH_SKU1003,Cancelled,3,2/12/2024,4,'No': '3','3': '69.02969117'
8440,8587,TABLET_SKU1002,Cancelled,5,3/11/2024,4,'No': '3','8': '55.75928829'
8441,8587,SMARTPHONE_SKU1004,Cancelled,2,4/28/2024,4,'No': '2','4': '125.2583178'
8442,8587,SMARTPHONE_SKU1001,Completed,2,6/18/2024,4,'No': '5','5': '3.724203797'
8443,8588,SMARTWATCH_SKU1003,Completed,3,11/1/2023,4,'Yes': '3','5': '69.02969117'
8444,8591,SMARTPHONE_SKU1004,Cancelled,4,11/9/2023,1,'No': '2','4': '126.8240468'
8445,8591,TABLET_SKU1002,Completed,4,8/20/2024,3,'No': '3','3': '62.72919932'
8446,8592,LAPTOP_SKU1005,Completed,2,3/23/2024,1,'No': '3','7': '123.2006214'
8447,8593,SMARTPHONE_SKU1004,Completed,5,4/22/2024,1,'Yes': '2','8': '126.8240468'
8448,8594,SMARTPHONE_SKU1004,Completed,4,9/30/2023,3,'No': '2','9': '140.9156075'
8449,8594,SMARTWATCH_SKU1003,Completed,4,6/16/2024,3,'No': '3','3': '77.65840257'
8450,8596,LAPTOP_SKU1005,Completed,4,9/30/2023,3,'No': '3','7': '136.8895794'
8451,8597,SMARTWATCH_SKU1003,Completed,4,5/8/2024,1,'No': '3','10': '69.89256231'
8452,8598,TABLET_SKU1002,Completed,5,9/27/2023,4,'No': '3','2': '55.75928829'
8453,8599,LAPTOP_SKU1005,Completed,4,4/18/2024,4,'No': '3','7': '121.6796261'
8454,8599,LAPTOP_SKU1005,Completed,2,5/17/2024,3,'Yes': '3','7': '136.8895794'
8455,8599,TABLET_SKU1002,Cancelled,4,9/6/2024,1,'No': '3','7': '56.45627939'
8456,8600,TABLET_SKU1002,Cancelled,3,1/3/2024,3,'No': '3','9': '62.72919932'
8457,8602,LAPTOP_SKU1005,Completed,3,6/27/2024,4,'No': '3','6': '121.6796261'
8458,8603,SMARTWATCH_SKU1003,Completed,5,7/28/2024,4,'No': '3','2': '69.02969117'
8459,8604,SMARTWATCH_SKU1003,Completed,5,3/9/2024,4,'No': '3','5': '69.02969117'
8460,8605,SMARTPHONE_SKU1004,Completed,5,1/9/2024,4,'Yes': '2','8': '125.2583178'
8461,8605,LAPTOP_SKU1005,Completed,5,8/26/2024,4,'No': '3','3': '121.6796261'
8462,8607,TABLET_SKU1002,Cancelled,4,10/17/2023,1,'Yes': '3','9': '56.45627939'
8463,8607,SMARTPHONE_SKU1004,Cancelled,4,1/28/2024,3,'No': '2','9': '140.9156075'
8464,8607,TABLET_SKU1002,Cancelled,5,5/23/2024,3,'Yes': '3','10': '62.72919932'
8465,8607,SMARTPHONE_SKU1004,Completed,2,8/20/2024,4,'Yes': '2','9': '125.2583178'
8466,8609,TABLET_SKU1002,Completed,4,2/25/2024,4,'No': '3','9': '55.75928829'
8467,8610,SMARTWATCH_SKU1003,Completed,5,1/5/2024,3,'No': '3','7': '77.65840257'
8468,8611,SMARTPHONE_SKU1004,Cancelled,5,12/21/2023,4,'Yes': '2','3': '125.2583178'
8469,8611,SMARTPHONE_SKU1004,Cancelled,5,1/6/2024,1,'No': '2','10': '126.8240468'
8470,8612,SMARTPHONE_SKU1004,Completed,3,8/29/2024,4,'No': '2','6': '125.2583178'
8471,8614,SMARTPHONE_SKU1004,Completed,2,9/6/2024,3,'No': '2','2': '140.9156075'
8472,8616,TABLET_SKU1002,Cancelled,4,6/9/2024,3,'No': '3','7': '62.72919932'
8473,8617,SMARTWATCH_SKU1003,Cancelled,3,9/17/2024,1,'No': '3','8': '69.89256231'
8474,8619,SMARTWATCH_SKU1003,Completed,3,11/10/2023,4,'Yes': '3','4': '69.02969117'
